,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2018-04-15 19:00:00,85,4,15,18,81.0,84.0
2018-04-15 20:00:00,88,4,15,19,85.0,81.0
2018-04-15 21:00:00,87,4,15,20,88.0,85.0
2018-04-15 22:00:00,83,4,15,21,87.0,88.0
2018-04-15 23:00:00,82,4,15,22,83.0,87.0
2018-04-16 00:00:00,78,4,15,23,82.0,83.0
2018-04-16 01:00:00,72,4,16,0,78.0,82.0
2018-04-16 02:00:00,61,4,16,1,72.0,78.0
2018-04-16 03:00:00,53,4,16,2,61.0,72.0
2018-04-16 04:00:00,43,4,16,3,53.0,61.0
2018-04-16 05:00:00,36,4,16,4,43.0,53.0
2018-04-16 06:00:00,36,4,16,5,36.0,43.0
2018-04-16 07:00:00,40,4,16,6,36.0,36.0
2018-04-16 08:00:00,47,4,16,7,40.0,36.0
2018-04-16 09:00:00,52,4,16,8,47.0,40.0
2018-04-16 10:00:00,62,4,16,9,52.0,47.0
2018-04-16 11:00:00,73,4,16,10,62.0,52.0
2018-04-16 12:00:00,84,4,16,11,73.0,62.0
2018-04-16 13:00:00,91,4,16,12,84.0,73.0
2018-04-16 14:00:00,82,4,16,13,91.0,84.0
2018-04-16 15:00:00,102,4,16,14,82.0,91.0
2018-04-16 16:00:00,97,4,16,15,102.0,82.0
2018-04-16 17:00:00,97,4,16,16,97.0,102.0
2018-04-16 18:00:00,97,4,16,17,97.0,97.0
2018-04-16 19:00:00,100,4,16,18,97.0,97.0
2018-04-16 20:00:00,100,4,16,19,100.0,97.0
2018-04-16 21:00:00,97,4,16,20,100.0,100.0
2018-04-16 22:00:00,89,4,16,21,97.0,100.0
2018-04-16 23:00:00,85,4,16,22,89.0,97.0
2018-04-17 00:00:00,81,4,16,23,85.0,89.0
2018-04-17 01:00:00,73,4,17,0,81.0,85.0
2018-04-17 02:00:00,62,4,17,1,73.0,81.0
2018-04-17 03:00:00,53,4,17,2,62.0,73.0
2018-04-17 04:00:00,42,4,17,3,53.0,62.0
2018-04-17 05:00:00,36,4,17,4,42.0,53.0
2018-04-17 06:00:00,36,4,17,5,36.0,42.0
2018-04-17 07:00:00,40,4,17,6,36.0,36.0
2018-04-17 08:00:00,47,4,17,7,40.0,36.0
2018-04-17 09:00:00,52,4,17,8,47.0,40.0
2018-04-17 10:00:00,62,4,17,9,52.0,47.0
2018-04-17 11:00:00,74,4,17,10,62.0,52.0
2018-04-17 12:00:00,85,4,17,11,74.0,62.0
2018-04-17 13:00:00,92,4,17,12,85.0,74.0
2018-04-17 14:00:00,83,4,17,13,92.0,85.0
2018-04-17 15:00:00,89,4,17,14,83.0,92.0
2018-04-17 16:00:00,86,4,17,15,89.0,83.0
2018-04-17 17:00:00,84,4,17,16,86.0,89.0
2018-04-17 18:00:00,81,4,17,17,84.0,86.0
2018-04-17 19:00:00,84,4,17,18,81.0,84.0
2018-04-17 20:00:00,84,4,17,19,84.0,81.0
2018-04-17 21:00:00,83,4,17,20,84.0,84.0
2018-04-17 22:00:00,82,4,17,21,83.0,84.0
2018-04-17 23:00:00,79,4,17,22,82.0,83.0
2018-04-18 00:00:00,72,4,17,23,79.0,82.0
2018-04-18 01:00:00,67,4,18,0,72.0,79.0
2018-04-18 02:00:00,55,4,18,1,67.0,72.0
2018-04-18 03:00:00,47,4,18,2,55.0,67.0
2018-04-18 04:00:00,41,4,18,3,47.0,55.0
2018-04-18 05:00:00,38,4,18,4,41.0,47.0
2018-04-18 06:00:00,36,4,18,5,38.0,41.0
2018-04-18 07:00:00,40,4,18,6,36.0,38.0
2018-04-18 08:00:00,47,4,18,7,40.0,36.0
2018-04-18 09:00:00,53,4,18,8,47.0,40.0
2018-04-18 10:00:00,60,4,18,9,53.0,47.0
2018-04-18 11:00:00,76,4,18,10,60.0,53.0
2018-04-18 12:00:00,90,4,18,11,76.0,60.0
2018-04-18 13:00:00,91,4,18,12,90.0,76.0
2018-04-18 14:00:00,81,4,18,13,91.0,90.0
2018-04-18 15:00:00,104,4,18,14,81.0,91.0
2018-04-18 16:00:00,99,4,18,15,104.0,81.0
2018-04-18 17:00:00,97,4,18,16,99.0,104.0
2018-04-18 18:00:00,97,4,18,17,97.0,99.0
2018-04-18 19:00:00,100,4,18,18,97.0,97.0
2018-04-18 20:00:00,100,4,18,19,100.0,97.0
2018-04-18 21:00:00,97,4,18,20,100.0,100.0
2018-04-18 22:00:00,89,4,18,21,97.0,100.0
2018-04-18 23:00:00,84,4,18,22,89.0,97.0
2018-04-19 00:00:00,80,4,18,23,84.0,89.0
2018-04-19 01:00:00,72,4,19,0,80.0,84.0
2018-04-19 02:00:00,62,4,19,1,72.0,80.0
2018-04-19 03:00:00,53,4,19,2,62.0,72.0
2018-04-19 04:00:00,42,4,19,3,53.0,62.0
2018-04-19 05:00:00,37,4,19,4,42.0,53.0
2018-04-19 06:00:00,37,4,19,5,37.0,42.0
2018-04-19 07:00:00,41,4,19,6,37.0,37.0
2018-04-19 08:00:00,48,4,19,7,41.0,37.0
2018-04-19 09:00:00,55,4,19,8,48.0,41.0
2018-04-19 10:00:00,61,4,19,9,55.0,48.0
2018-04-19 11:00:00,77,4,19,10,61.0,55.0
2018-04-19 12:00:00,90,4,19,11,77.0,61.0
2018-04-19 13:00:00,91,4,19,12,90.0,77.0
2018-04-19 14:00:00,82,4,19,13,91.0,90.0
2018-04-19 15:00:00,101,4,19,14,82.0,91.0
2018-04-19 16:00:00,95,4,19,15,101.0,82.0
2018-04-19 17:00:00,94,4,19,16,95.0,101.0
2018-04-19 18:00:00,91,4,19,17,94.0,95.0
2018-04-19 19:00:00,95,4,19,18,91.0,94.0
2018-04-19 20:00:00,96,4,19,19,95.0,91.0
2018-04-19 21:00:00,93,4,19,20,96.0,95.0
2018-04-19 22:00:00,88,4,19,21,93.0,96.0
2018-04-19 23:00:00,84,4,19,22,88.0,93.0
2018-04-20 00:00:00,79,4,19,23,84.0,88.0
2018-04-20 01:00:00,72,4,20,0,79.0,84.0
2018-04-20 02:00:00,62,4,20,1,72.0,79.0
2018-04-20 03:00:00,53,4,20,2,62.0,72.0
2018-04-20 04:00:00,42,4,20,3,53.0,62.0
2018-04-20 05:00:00,37,4,20,4,42.0,53.0
2018-04-20 06:00:00,37,4,20,5,37.0,42.0
2018-04-20 07:00:00,41,4,20,6,37.0,37.0
2018-04-20 08:00:00,48,4,20,7,41.0,37.0
2018-04-20 09:00:00,55,4,20,8,48.0,41.0
2018-04-20 10:00:00,61,4,20,9,55.0,48.0
2018-04-20 11:00:00,76,4,20,10,61.0,55.0
2018-04-20 12:00:00,90,4,20,11,76.0,61.0
2018-04-20 13:00:00,91,4,20,12,90.0,76.0
2018-04-20 14:00:00,80,4,20,13,91.0,90.0
2018-04-20 15:00:00,105,4,20,14,80.0,91.0
2018-04-20 16:00:00,100,4,20,15,105.0,80.0
2018-04-20 17:00:00,97,4,20,16,100.0,105.0
2018-04-20 18:00:00,98,4,20,17,97.0,100.0
2018-04-20 19:00:00,101,4,20,18,98.0,97.0
2018-04-20 20:00:00,102,4,20,19,101.0,98.0
2018-04-20 21:00:00,98,4,20,20,102.0,101.0
2018-04-20 22:00:00,93,4,20,21,98.0,102.0
2018-04-20 23:00:00,88,4,20,22,93.0,98.0
2018-04-21 00:00:00,83,4,20,23,88.0,93.0
2018-04-21 01:00:00,74,4,21,0,83.0,88.0
2018-04-21 02:00:00,63,4,21,1,74.0,83.0
2018-04-21 03:00:00,53,4,21,2,63.0,74.0
2018-04-21 04:00:00,44,4,21,3,53.0,63.0
2018-04-21 05:00:00,37,4,21,4,44.0,53.0
2018-04-21 06:00:00,37,4,21,5,37.0,44.0
2018-04-21 07:00:00,41,4,21,6,37.0,37.0
2018-04-21 08:00:00,48,4,21,7,41.0,37.0
2018-04-21 09:00:00,54,4,21,8,48.0,41.0
2018-04-21 10:00:00,62,4,21,9,54.0,48.0
2018-04-21 11:00:00,78,4,21,10,62.0,54.0
2018-04-21 12:00:00,91,4,21,11,78.0,62.0
2018-04-21 13:00:00,91,4,21,12,91.0,78.0
2018-04-21 14:00:00,81,4,21,13,91.0,91.0
2018-04-21 15:00:00,104,4,21,14,81.0,91.0
2018-04-21 16:00:00,100,4,21,15,104.0,81.0
2018-04-21 17:00:00,97,4,21,16,100.0,104.0
2018-04-21 18:00:00,97,4,21,17,97.0,100.0
2018-04-21 19:00:00,100,4,21,18,97.0,97.0
2018-04-21 20:00:00,101,4,21,19,100.0,97.0
2018-04-21 21:00:00,98,4,21,20,101.0,100.0
2018-04-21 22:00:00,93,4,21,21,98.0,101.0
2018-04-21 23:00:00,88,4,21,22,93.0,98.0
2018-04-22 00:00:00,83,4,21,23,88.0,93.0
2018-04-22 01:00:00,74,4,22,0,83.0,88.0
2018-04-22 02:00:00,63,4,22,1,74.0,83.0
2018-04-22 03:00:00,53,4,22,2,63.0,74.0
2018-04-22 04:00:00,44,4,22,3,53.0,63.0
2018-04-22 05:00:00,37,4,22,4,44.0,53.0
2018-04-22 06:00:00,37,4,22,5,37.0,44.0
2018-04-22 07:00:00,41,4,22,6,37.0,37.0
2018-04-22 08:00:00,47,4,22,7,41.0,37.0
2018-04-22 09:00:00,54,4,22,8,47.0,41.0
2018-04-22 10:00:00,61,4,22,9,54.0,47.0
2018-04-22 11:00:00,78,4,22,10,61.0,54.0
2018-04-22 12:00:00,90,4,22,11,78.0,61.0
2018-04-22 13:00:00,92,4,22,12,90.0,78.0
2018-04-22 14:00:00,81,4,22,13,92.0,90.0
2018-04-22 15:00:00,90,4,22,14,81.0,92.0
2018-04-22 16:00:00,87,4,22,15,90.0,81.0
2018-04-22 17:00:00,86,4,22,16,87.0,90.0
2018-04-22 18:00:00,82,4,22,17,86.0,87.0
2018-04-22 19:00:00,87,4,22,18,82.0,86.0
2018-04-22 20:00:00,88,4,22,19,87.0,82.0
2018-04-22 21:00:00,86,4,22,20,88.0,87.0
2018-04-22 22:00:00,81,4,22,21,86.0,88.0
2018-04-22 23:00:00,77,4,22,22,81.0,86.0
2018-04-23 00:00:00,74,4,22,23,77.0,81.0
2018-04-23 01:00:00,67,4,23,0,74.0,77.0
2018-04-23 02:00:00,57,4,23,1,67.0,74.0
2018-04-23 03:00:00,49,4,23,2,57.0,67.0
2018-04-23 04:00:00,42,4,23,3,49.0,57.0
2018-04-23 05:00:00,39,4,23,4,42.0,49.0
2018-04-23 06:00:00,37,4,23,5,39.0,42.0
2018-04-23 07:00:00,41,4,23,6,37.0,39.0
2018-04-23 08:00:00,47,4,23,7,41.0,37.0
2018-04-23 09:00:00,54,4,23,8,47.0,41.0
2018-04-23 10:00:00,61,4,23,9,54.0,47.0
2018-04-23 11:00:00,78,4,23,10,61.0,54.0
2018-04-23 12:00:00,90,4,23,11,78.0,61.0
2018-04-23 13:00:00,92,4,23,12,90.0,78.0
2018-04-23 14:00:00,82,4,23,13,92.0,90.0
2018-04-23 15:00:00,90,4,23,14,82.0,92.0
2018-04-23 16:00:00,87,4,23,15,90.0,82.0
2018-04-23 17:00:00,86,4,23,16,87.0,90.0
2018-04-23 18:00:00,82,4,23,17,86.0,87.0
2018-04-23 19:00:00,87,4,23,18,82.0,86.0
2018-04-23 20:00:00,89,4,23,19,87.0,82.0
2018-04-23 21:00:00,88,4,23,20,89.0,87.0
2018-04-23 22:00:00,83,4,23,21,88.0,89.0
2018-04-23 23:00:00,79,4,23,22,83.0,88.0
2018-04-24 00:00:00,77,4,23,23,79.0,83.0
2018-04-24 01:00:00,67,4,24,0,77.0,79.0
2018-04-24 02:00:00,60,4,24,1,67.0,77.0
2018-04-24 03:00:00,52,4,24,2,60.0,67.0
2018-04-24 04:00:00,44,4,24,3,52.0,60.0
2018-04-24 05:00:00,38,4,24,4,44.0,52.0
2018-04-24 06:00:00,39,4,24,5,38.0,44.0
2018-04-24 07:00:00,46,4,24,6,39.0,38.0
2018-04-24 08:00:00,51,4,24,7,46.0,39.0
2018-04-24 09:00:00,56,4,24,8,51.0,46.0
2018-04-24 10:00:00,64,4,24,9,56.0,51.0
2018-04-24 11:00:00,78,4,24,10,64.0,56.0
2018-04-24 12:00:00,90,4,24,11,78.0,64.0
2018-04-24 13:00:00,92,4,24,12,90.0,78.0
2018-04-24 14:00:00,82,4,24,13,92.0,90.0
2018-04-24 15:00:00,90,4,24,14,82.0,92.0
2018-04-24 16:00:00,87,4,24,15,90.0,82.0
2018-04-24 17:00:00,86,4,24,16,87.0,90.0
2018-04-24 18:00:00,82,4,24,17,86.0,87.0
2018-04-24 19:00:00,87,4,24,18,82.0,86.0
2018-04-24 20:00:00,89,4,24,19,87.0,82.0
2018-04-24 21:00:00,88,4,24,20,89.0,87.0
2018-04-24 22:00:00,83,4,24,21,88.0,89.0
2018-04-24 23:00:00,79,4,24,22,83.0,88.0
2018-04-25 00:00:00,76,4,24,23,79.0,83.0
2018-04-25 01:00:00,67,4,25,0,76.0,79.0
2018-04-25 02:00:00,59,4,25,1,67.0,76.0
2018-04-25 03:00:00,52,4,25,2,59.0,67.0
2018-04-25 04:00:00,44,4,25,3,52.0,59.0
2018-04-25 05:00:00,38,4,25,4,44.0,52.0
2018-04-25 06:00:00,39,4,25,5,38.0,44.0
2018-04-25 07:00:00,46,4,25,6,39.0,38.0
2018-04-25 08:00:00,51,4,25,7,46.0,39.0
2018-04-25 09:00:00,56,4,25,8,51.0,46.0
2018-04-25 10:00:00,64,4,25,9,56.0,51.0
2018-04-25 11:00:00,77,4,25,10,64.0,56.0
2018-04-25 12:00:00,87,4,25,11,77.0,64.0
2018-04-25 13:00:00,92,4,25,12,87.0,77.0
2018-04-25 14:00:00,82,4,25,13,92.0,87.0
2018-04-25 15:00:00,90,4,25,14,82.0,92.0
2018-04-25 16:00:00,87,4,25,15,90.0,82.0
2018-04-25 17:00:00,87,4,25,16,87.0,90.0
2018-04-25 18:00:00,84,4,25,17,87.0,87.0
2018-04-25 19:00:00,88,4,25,18,84.0,87.0
2018-04-25 20:00:00,95,4,25,19,88.0,84.0
2018-04-25 21:00:00,93,4,25,20,95.0,88.0
2018-04-25 22:00:00,88,4,25,21,93.0,95.0
2018-04-25 23:00:00,83,4,25,22,88.0,93.0
2018-04-26 00:00:00,80,4,25,23,83.0,88.0
2018-04-26 01:00:00,72,4,26,0,80.0,83.0
2018-04-26 02:00:00,61,4,26,1,72.0,80.0
2018-04-26 03:00:00,54,4,26,2,61.0,72.0
2018-04-26 04:00:00,44,4,26,3,54.0,61.0
2018-04-26 05:00:00,38,4,26,4,44.0,54.0
2018-04-26 06:00:00,39,4,26,5,38.0,44.0
2018-04-26 07:00:00,45,4,26,6,39.0,38.0
2018-04-26 08:00:00,52,4,26,7,45.0,39.0
2018-04-26 09:00:00,56,4,26,8,52.0,45.0
2018-04-26 10:00:00,64,4,26,9,56.0,52.0
2018-04-26 11:00:00,78,4,26,10,64.0,56.0
2018-04-26 12:00:00,91,4,26,11,78.0,64.0
2018-04-26 13:00:00,92,4,26,12,91.0,78.0
2018-04-26 14:00:00,82,4,26,13,92.0,91.0
2018-04-26 15:00:00,89,4,26,14,82.0,92.0
2018-04-26 16:00:00,88,4,26,15,89.0,82.0
2018-04-26 17:00:00,86,4,26,16,88.0,89.0
2018-04-26 18:00:00,84,4,26,17,86.0,88.0
2018-04-26 19:00:00,88,4,26,18,84.0,86.0
2018-04-26 20:00:00,96,4,26,19,88.0,84.0
2018-04-26 21:00:00,94,4,26,20,96.0,88.0
2018-04-26 22:00:00,89,4,26,21,94.0,96.0
2018-04-26 23:00:00,83,4,26,22,89.0,94.0
2018-04-27 00:00:00,79,4,26,23,83.0,89.0
2018-04-27 01:00:00,73,4,27,0,79.0,83.0
2018-04-27 02:00:00,61,4,27,1,73.0,79.0
2018-04-27 03:00:00,53,4,27,2,61.0,73.0
2018-04-27 04:00:00,43,4,27,3,53.0,61.0
2018-04-27 05:00:00,37,4,27,4,43.0,53.0
2018-04-27 06:00:00,37,4,27,5,37.0,43.0
2018-04-27 07:00:00,41,4,27,6,37.0,37.0
2018-04-27 08:00:00,47,4,27,7,41.0,37.0
2018-04-27 09:00:00,54,4,27,8,47.0,41.0
2018-04-27 10:00:00,63,4,27,9,54.0,47.0
2018-04-27 11:00:00,80,4,27,10,63.0,54.0
2018-04-27 12:00:00,96,4,27,11,80.0,63.0
2018-04-27 13:00:00,89,4,27,12,96.0,80.0
2018-04-27 14:00:00,83,4,27,13,89.0,96.0
2018-04-27 15:00:00,86,4,27,14,83.0,89.0
2018-04-27 16:00:00,86,4,27,15,86.0,83.0
2018-04-27 17:00:00,84,4,27,16,86.0,86.0
2018-04-27 18:00:00,82,4,27,17,84.0,86.0
2018-04-27 19:00:00,88,4,27,18,82.0,84.0
2018-04-27 20:00:00,96,4,27,19,88.0,82.0
2018-04-27 21:00:00,93,4,27,20,96.0,88.0
2018-04-27 22:00:00,87,4,27,21,93.0,96.0
2018-04-27 23:00:00,84,4,27,22,87.0,93.0
2018-04-28 00:00:00,80,4,27,23,84.0,87.0
2018-04-28 01:00:00,73,4,28,0,80.0,84.0
2018-04-28 02:00:00,62,4,28,1,73.0,80.0
2018-04-28 03:00:00,52,4,28,2,62.0,73.0
2018-04-28 04:00:00,44,4,28,3,52.0,62.0
2018-04-28 05:00:00,38,4,28,4,44.0,52.0
2018-04-28 06:00:00,39,4,28,5,38.0,44.0
2018-04-28 07:00:00,45,4,28,6,39.0,38.0
2018-04-28 08:00:00,52,4,28,7,45.0,39.0
2018-04-28 09:00:00,56,4,28,8,52.0,45.0
2018-04-28 10:00:00,67,4,28,9,56.0,52.0
2018-04-28 11:00:00,82,4,28,10,67.0,56.0
2018-04-28 12:00:00,93,4,28,11,82.0,67.0
2018-04-28 13:00:00,87,4,28,12,93.0,82.0
2018-04-28 14:00:00,81,4,28,13,87.0,93.0
2018-04-28 15:00:00,83,4,28,14,81.0,87.0
2018-04-28 16:00:00,82,4,28,15,83.0,81.0
2018-04-28 17:00:00,81,4,28,16,82.0,83.0
2018-04-28 18:00:00,80,4,28,17,81.0,82.0
2018-04-28 19:00:00,83,4,28,18,80.0,81.0
2018-04-28 20:00:00,86,4,28,19,83.0,80.0
2018-04-28 21:00:00,85,4,28,20,86.0,83.0
2018-04-28 22:00:00,83,4,28,21,85.0,86.0
2018-04-28 23:00:00,80,4,28,22,83.0,85.0
2018-04-29 00:00:00,77,4,28,23,80.0,83.0
2018-04-29 01:00:00,67,4,29,0,77.0,80.0
2018-04-29 02:00:00,60,4,29,1,67.0,77.0
2018-04-29 03:00:00,52,4,29,2,60.0,67.0
2018-04-29 04:00:00,43,4,29,3,52.0,60.0
2018-04-29 05:00:00,37,4,29,4,43.0,52.0
2018-04-29 06:00:00,37,4,29,5,37.0,43.0
2018-04-29 07:00:00,42,4,29,6,37.0,37.0
2018-04-29 08:00:00,47,4,29,7,42.0,37.0
2018-04-29 09:00:00,54,4,29,8,47.0,42.0
2018-04-29 10:00:00,66,4,29,9,54.0,47.0
2018-04-29 11:00:00,82,4,29,10,66.0,54.0
2018-04-29 12:00:00,92,4,29,11,82.0,66.0
2018-04-29 13:00:00,88,4,29,12,92.0,82.0
2018-04-29 14:00:00,82,4,29,13,88.0,92.0
2018-04-29 15:00:00,86,4,29,14,82.0,88.0
2018-04-29 16:00:00,87,4,29,15,86.0,82.0
2018-04-29 17:00:00,86,4,29,16,87.0,86.0
2018-04-29 18:00:00,85,4,29,17,86.0,87.0
2018-04-29 19:00:00,90,4,29,18,85.0,86.0
2018-04-29 20:00:00,96,4,29,19,90.0,85.0
2018-04-29 21:00:00,97,4,29,20,96.0,90.0
2018-04-29 22:00:00,90,4,29,21,97.0,96.0
2018-04-29 23:00:00,82,4,29,22,90.0,97.0
2018-04-30 00:00:00,81,4,29,23,82.0,90.0
2018-04-30 01:00:00,72,4,30,0,81.0,82.0
2018-04-30 02:00:00,61,4,30,1,72.0,81.0
2018-04-30 03:00:00,53,4,30,2,61.0,72.0
2018-04-30 04:00:00,43,4,30,3,53.0,61.0
2018-04-30 05:00:00,37,4,30,4,43.0,53.0
2018-04-30 06:00:00,37,4,30,5,37.0,43.0
2018-04-30 07:00:00,42,4,30,6,37.0,37.0
2018-04-30 08:00:00,47,4,30,7,42.0,37.0
2018-04-30 09:00:00,54,4,30,8,47.0,42.0
2018-04-30 10:00:00,66,4,30,9,54.0,47.0
2018-04-30 11:00:00,82,4,30,10,66.0,54.0
2018-04-30 12:00:00,92,4,30,11,82.0,66.0
2018-04-30 13:00:00,88,4,30,12,92.0,82.0
2018-04-30 14:00:00,82,4,30,13,88.0,92.0
2018-04-30 15:00:00,86,4,30,14,82.0,88.0
2018-04-30 16:00:00,88,4,30,15,86.0,82.0
2018-04-30 17:00:00,88,4,30,16,88.0,86.0
2018-04-30 18:00:00,86,4,30,17,88.0,88.0
2018-04-30 19:00:00,90,4,30,18,86.0,88.0
2018-04-30 20:00:00,97,4,30,19,90.0,86.0
2018-04-30 21:00:00,100,4,30,20,97.0,90.0
2018-04-30 22:00:00,87,4,30,21,100.0,97.0
2018-04-30 23:00:00,87,4,30,22,87.0,100.0
2018-05-01 00:00:00,82,4,30,23,87.0,87.0
2018-05-01 01:00:00,74,5,1,0,82.0,87.0
2018-05-01 02:00:00,64,5,1,1,74.0,82.0
2018-05-01 03:00:00,54,5,1,2,64.0,74.0
2018-05-01 04:00:00,43,5,1,3,54.0,64.0
2018-05-01 05:00:00,37,5,1,4,43.0,54.0
2018-05-01 06:00:00,36,5,1,5,37.0,43.0
2018-05-01 07:00:00,41,5,1,6,36.0,37.0
2018-05-01 08:00:00,48,5,1,7,41.0,36.0
2018-05-01 09:00:00,55,5,1,8,48.0,41.0
2018-05-01 10:00:00,65,5,1,9,55.0,48.0
2018-05-01 11:00:00,81,5,1,10,65.0,55.0
2018-05-01 12:00:00,95,5,1,11,81.0,65.0
2018-05-01 13:00:00,94,5,1,12,95.0,81.0
2018-05-01 14:00:00,89,5,1,13,94.0,95.0
2018-05-01 15:00:00,92,5,1,14,89.0,94.0
2018-05-01 16:00:00,93,5,1,15,92.0,89.0
2018-05-01 17:00:00,92,5,1,16,93.0,92.0
2018-05-01 18:00:00,92,5,1,17,92.0,93.0
2018-05-01 19:00:00,96,5,1,18,92.0,92.0
2018-05-01 20:00:00,95,5,1,19,96.0,92.0
2018-05-01 21:00:00,93,5,1,20,95.0,96.0
2018-05-01 22:00:00,88,5,1,21,93.0,95.0
2018-05-01 23:00:00,89,5,1,22,88.0,93.0
2018-05-02 00:00:00,84,5,1,23,89.0,88.0
2018-05-02 01:00:00,78,5,2,0,84.0,89.0
2018-05-02 02:00:00,68,5,2,1,78.0,84.0
2018-05-02 03:00:00,58,5,2,2,68.0,78.0
2018-05-02 04:00:00,49,5,2,3,58.0,68.0
2018-05-02 05:00:00,41,5,2,4,49.0,58.0
2018-05-02 06:00:00,38,5,2,5,41.0,49.0
2018-05-02 07:00:00,44,5,2,6,38.0,41.0
2018-05-02 08:00:00,49,5,2,7,44.0,38.0
2018-05-02 09:00:00,54,5,2,8,49.0,44.0
2018-05-02 10:00:00,64,5,2,9,54.0,49.0
2018-05-02 11:00:00,79,5,2,10,64.0,54.0
2018-05-02 12:00:00,92,5,2,11,79.0,64.0
2018-05-02 13:00:00,94,5,2,12,92.0,79.0
2018-05-02 14:00:00,89,5,2,13,94.0,92.0
2018-05-02 15:00:00,92,5,2,14,89.0,94.0
2018-05-02 16:00:00,92,5,2,15,92.0,89.0
2018-05-02 17:00:00,89,5,2,16,92.0,92.0
2018-05-02 18:00:00,86,5,2,17,89.0,92.0
2018-05-02 19:00:00,90,5,2,18,86.0,89.0
2018-05-02 20:00:00,99,5,2,19,90.0,86.0
2018-05-02 21:00:00,96,5,2,20,99.0,90.0
2018-05-02 22:00:00,88,5,2,21,96.0,99.0
2018-05-02 23:00:00,86,5,2,22,88.0,96.0
2018-05-03 00:00:00,81,5,2,23,86.0,88.0
2018-05-03 01:00:00,73,5,3,0,81.0,86.0
2018-05-03 02:00:00,65,5,3,1,73.0,81.0
2018-05-03 03:00:00,52,5,3,2,65.0,73.0
2018-05-03 04:00:00,44,5,3,3,52.0,65.0
2018-05-03 05:00:00,38,5,3,4,44.0,52.0
2018-05-03 06:00:00,39,5,3,5,38.0,44.0
2018-05-03 07:00:00,46,5,3,6,39.0,38.0
2018-05-03 08:00:00,51,5,3,7,46.0,39.0
2018-05-03 09:00:00,55,5,3,8,51.0,46.0
2018-05-03 10:00:00,65,5,3,9,55.0,51.0
2018-05-03 11:00:00,81,5,3,10,65.0,55.0
2018-05-03 12:00:00,93,5,3,11,81.0,65.0
2018-05-03 13:00:00,94,5,3,12,93.0,81.0
2018-05-03 14:00:00,88,5,3,13,94.0,93.0
2018-05-03 15:00:00,92,5,3,14,88.0,94.0
2018-05-03 16:00:00,91,5,3,15,92.0,88.0
2018-05-03 17:00:00,88,5,3,16,91.0,92.0
2018-05-03 18:00:00,86,5,3,17,88.0,91.0
2018-05-03 19:00:00,90,5,3,18,86.0,88.0
2018-05-03 20:00:00,98,5,3,19,90.0,86.0
2018-05-03 21:00:00,95,5,3,20,98.0,90.0
2018-05-03 22:00:00,88,5,3,21,95.0,98.0
2018-05-03 23:00:00,86,5,3,22,88.0,95.0
2018-05-04 00:00:00,81,5,3,23,86.0,88.0
2018-05-04 01:00:00,73,5,4,0,81.0,86.0
2018-05-04 02:00:00,63,5,4,1,73.0,81.0
2018-05-04 03:00:00,53,5,4,2,63.0,73.0
2018-05-04 04:00:00,42,5,4,3,53.0,63.0
2018-05-04 05:00:00,37,5,4,4,42.0,53.0
2018-05-04 06:00:00,34,5,4,5,37.0,42.0
2018-05-04 07:00:00,39,5,4,6,34.0,37.0
2018-05-04 08:00:00,47,5,4,7,39.0,34.0
2018-05-04 09:00:00,51,5,4,8,47.0,39.0
2018-05-04 10:00:00,59,5,4,9,51.0,47.0
2018-05-04 11:00:00,82,5,4,10,59.0,51.0
2018-05-04 12:00:00,95,5,4,11,82.0,59.0
2018-05-04 13:00:00,95,5,4,12,95.0,82.0
2018-05-04 14:00:00,90,5,4,13,95.0,95.0
2018-05-04 15:00:00,92,5,4,14,90.0,95.0
2018-05-04 16:00:00,92,5,4,15,92.0,90.0
2018-05-04 17:00:00,88,5,4,16,92.0,92.0
2018-05-04 18:00:00,86,5,4,17,88.0,92.0
2018-05-04 19:00:00,90,5,4,18,86.0,88.0
2018-05-04 20:00:00,95,5,4,19,90.0,86.0
2018-05-04 21:00:00,93,5,4,20,95.0,90.0
2018-05-04 22:00:00,88,5,4,21,93.0,95.0
2018-05-04 23:00:00,86,5,4,22,88.0,93.0
2018-05-05 00:00:00,81,5,4,23,86.0,88.0
2018-05-05 01:00:00,73,5,5,0,81.0,86.0
2018-05-05 02:00:00,63,5,5,1,73.0,81.0
2018-05-05 03:00:00,53,5,5,2,63.0,73.0
2018-05-05 04:00:00,42,5,5,3,53.0,63.0
2018-05-05 05:00:00,37,5,5,4,42.0,53.0
2018-05-05 06:00:00,34,5,5,5,37.0,42.0
2018-05-05 07:00:00,39,5,5,6,34.0,37.0
2018-05-05 08:00:00,48,5,5,7,39.0,34.0
2018-05-05 09:00:00,52,5,5,8,48.0,39.0
2018-05-05 10:00:00,62,5,5,9,52.0,48.0
2018-05-05 11:00:00,77,5,5,10,62.0,52.0
2018-05-05 12:00:00,90,5,5,11,77.0,62.0
2018-05-05 13:00:00,92,5,5,12,90.0,77.0
2018-05-05 14:00:00,89,5,5,13,92.0,90.0
2018-05-05 15:00:00,90,5,5,14,89.0,92.0
2018-05-05 16:00:00,87,5,5,15,90.0,89.0
2018-05-05 17:00:00,85,5,5,16,87.0,90.0
2018-05-05 18:00:00,83,5,5,17,85.0,87.0
2018-05-05 19:00:00,85,5,5,18,83.0,85.0
